wstatus,type,geo,name,TIME_PERIOD,OBS_VALUE
EMP_PT,Employed persons working part-time,BE,Belgium,2022,-27.5
EMP_PT,Employed persons working part-time,BE,Belgium,2023,-27.4
EMP_PT,Employed persons working part-time,BG,Bulgaria,2009,-0.2
EMP_PT,Employed persons working part-time,BG,Bulgaria,2010,0.0
EMP_PT,Employed persons working part-time,BG,Bulgaria,2011,0.1
EMP_PT,Employed persons working part-time,BG,Bulgaria,2012,0.0
EMP_PT,Employed persons working part-time,BG,Bulgaria,2013,-0.3
EMP_PT,Employed persons working part-time,BG,Bulgaria,2014,0.0
EMP_PT,Employed persons working part-time,BG,Bulgaria,2015,-0.1
EMP_PT,Employed persons working part-time,BG,Bulgaria,2016,0.0
EMP_PT,Employed persons working part-time,BG,Bulgaria,2017,0.1
EMP_PT,Employed persons working part-time,BG,Bulgaria,2018,0.1
EMP_PT,Employed persons working part-time,BG,Bulgaria,2019,0.0
EMP_PT,Employed persons working part-time,BG,Bulgaria,2020,-0.1
EMP_PT,Employed persons working part-time,BG,Bulgaria,2021,-0.5
EMP_PT,Employed persons working part-time,BG,Bulgaria,2022,-0.3
EMP_PT,Employed persons working part-time,BG,Bulgaria,2023,-0.2
EMP_PT,Employed persons working part-time,CH,Switzerland,2010,-49.9
EMP_PT,Employed persons working part-time,CH,Switzerland,2011,-48.5
EMP_PT,Employed persons working part-time,CH,Switzerland,2012,-49.3
EMP_PT,Employed persons working part-time,CH,Switzerland,2013,-48.8
EMP_PT,Employed persons working part-time,CH,Switzerland,2014,-47.8
EMP_PT,Employed persons working part-time,CH,Switzerland,2015,-47.0
EMP_PT,Employed persons working part-time,CH,Switzerland,2016,-46.7
EMP_PT,Employed persons working part-time,CH,Switzerland,2017,-46.0
EMP_PT,Employed persons working part-time,CH,Switzerland,2018,-46.0
EMP_PT,Employed persons working part-time,CH,Switzerland,2019,-46.2
EMP_PT,Employed persons working part-time,CH,Switzerland,2020,-45.3
EMP_PT,Employed persons working part-time,CH,Switzerland,2021,-45.1
EMP_PT,Employed persons working part-time,CH,Switzerland,2022,-43.4
EMP_PT,Employed persons working part-time,CH,Switzerland,2023,-42.7
EMP_PT,Employed persons working part-time,CY,Cyprus,2009,-7.5
EMP_PT,Employed persons working part-time,CY,Cyprus,2010,-6.6
EMP_PT,Employed persons working part-time,CY,Cyprus,2011,-6.0
EMP_PT,Employed persons working part-time,CY,Cyprus,2012,-6.5
EMP_PT,Employed persons working part-time,CY,Cyprus,2013,-7.1
EMP_PT,Employed persons working part-time,CY,Cyprus,2014,-6.3
EMP_PT,Employed persons working part-time,CY,Cyprus,2015,-5.4
EMP_PT,Employed persons working part-time,CY,Cyprus,2016,-4.3
EMP_PT,Employed persons working part-time,CY,Cyprus,2017,-6.6
EMP_PT,Employed persons working part-time,CY,Cyprus,2018,-6.8
EMP_PT,Employed persons working part-time,CY,Cyprus,2019,-8.3
EMP_PT,Employed persons working part-time,CY,Cyprus,2020,-6.7
EMP_PT,Employed persons working part-time,CY,Cyprus,2021,-4.7
EMP_PT,Employed persons working part-time,CY,Cyprus,2022,-5.0
EMP_PT,Employed persons working part-time,CY,Cyprus,2023,-4.8
EMP_PT,Employed persons working part-time,CZ,Czechia,2009,-6.5
EMP_PT,Employed persons working part-time,CZ,Czechia,2010,-6.9
EMP_PT,Employed persons working part-time,CZ,Czechia,2011,-6.6
EMP_PT,Employed persons working part-time,CZ,Czechia,2012,-6.4
EMP_PT,Employed persons working part-time,CZ,Czechia,2013,-7.6
EMP_PT,Employed persons working part-time,CZ,Czechia,2014,-7.0
EMP_PT,Employed persons working part-time,CZ,Czechia,2015,-7.1
EMP_PT,Employed persons working part-time,CZ,Czechia,2016,-7.6
EMP_PT,Employed persons working part-time,CZ,Czechia,2017,-8.5
EMP_PT,Employed persons working part-time,CZ,Czechia,2018,-8.3
EMP_PT,Employed persons working part-time,CZ,Czechia,2019,-7.7
EMP_PT,Employed persons working part-time,CZ,Czechia,2020,-7.7
EMP_PT,Employed persons working part-time,CZ,Czechia,2021,-7.1
EMP_PT,Employed persons working part-time,CZ,Czechia,2022,-7.4
EMP_PT,Employed persons working part-time,CZ,Czechia,2023,-8.2
EMP_PT,Employed persons working part-time,DE,Germany,2009,-42.9
EMP_PT,Employed persons working part-time,DE,Germany,2010,-43.4
EMP_PT,Employed persons working part-time,DE,Germany,2011,-43.0
EMP_PT,Employed persons working part-time,DE,Germany,2012,-42.7
EMP_PT,Employed persons working part-time,DE,Germany,2013,-44.0
EMP_PT,Employed persons working part-time,DE,Germany,2014,-43.5
EMP_PT,Employed persons working part-time,DE,Germany,2015,-43.7
EMP_PT,Employed persons working part-time,DE,Germany,2016,-43.5
EMP_PT,Employed persons working part-time,DE,Germany,2017,-43.0
EMP_PT,Employed persons working part-time,DE,Germany,2018,-42.9
EMP_PT,Employed persons working part-time,DE,Germany,2019,-42.9
EMP_PT,Employed persons working part-time,DE,Germany,2020,-38.2
EMP_PT,Employed persons working part-time,DE,Germany,2021,-37.2
EMP_PT,Employed persons working part-time,DE,Germany,2022,-36.7
EMP_PT,Employed persons working part-time,DE,Germany,2023,-37.3
EMP_PT,Employed persons working part-time,DK,Denmark,2009,-23.0
EMP_PT,Employed persons working part-time,DK,Denmark,2010,-24.3
EMP_PT,Employed persons working part-time,DK,Denmark,2011,-23.0
EMP_PT,Employed persons working part-time,DK,Denmark,2012,-21.1
EMP_PT,Employed persons working part-time,DK,Denmark,2013,-20.7
EMP_PT,Employed persons working part-time,DK,Denmark,2014,-19.5
EMP_PT,Employed persons working part-time,DK,Denmark,2015,-18.8
EMP_PT,Employed persons working part-time,DK,Denmark,2016,-20.7
EMP_PT,Employed persons working part-time,DK,Denmark,2017,-19.5
EMP_PT,Employed persons working part-time,DK,Denmark,2018,-19.5
EMP_PT,Employed persons working part-time,DK,Denmark,2019,-18.3
EMP_PT,Employed persons working part-time,DK,Denmark,2020,-17.9
EMP_PT,Employed persons working part-time,DK,Denmark,2021,-18.2
EMP_PT,Employed persons working part-time,DK,Denmark,2022,-18.5
EMP_PT,Employed persons working part-time,DK,Denmark,2023,-19.0
EMP_PT,Employed persons working part-time,EE,Estonia,2009,-6.2
EMP_PT,Employed persons working part-time,EE,Estonia,2010,-7.0
EMP_PT,Employed persons working part-time,EE,Estonia,2011,-8.4
EMP_PT,Employed persons working part-time,EE,Estonia,2012,-7.9
EMP_PT,Employed persons working part-time,EE,Estonia,2013,-6.7
EMP_PT,Employed persons working part-time,EE,Estonia,2014,-5.1
EMP_PT,Employed persons working part-time,EE,Estonia,2015,-7.3
EMP_PT,Employed persons working part-time,EE,Estonia,2016,-6.2
EMP_PT,Employed persons working part-time,EE,Estonia,2017,-7.0
EMP_PT,Employed persons working part-time,EE,Estonia,2018,-7.6
EMP_PT,Employed persons working part-time,EE,Estonia,2019,-8.0
EMP_PT,Employed persons working part-time,EE,Estonia,2020,-8.1
EMP_PT,Employed persons working part-time,EE,Estonia,2021,-9.0
EMP_PT,Employed persons working part-time,EE,Estonia,2022,-9.8
EMP_PT,Employed persons working part-time,EE,Estonia,2023,-8.8
EMP_PT,Employed persons working part-time,EL,Greece,2009,-7.8
EMP_PT,Employed persons working part-time,EL,Greece,2010,-7.3
EMP_PT,Employed persons working part-time,EL,Greece,2011,-6.4
EMP_PT,Employed persons working part-time,EL,Greece,2012,-7.7
EMP_PT,Employed persons working part-time,EL,Greece,2013,-7.8
EMP_PT,Employed persons working part-time,EL,Greece,2014,-7.2
EMP_PT,Employed persons working part-time,EL,Greece,2015,-7.0
EMP_PT,Employed persons working part-time,EL,Greece,2016,-7.4
EMP_PT,Employed persons working part-time,EL,Greece,2017,-8.2
EMP_PT,Employed persons working part-time,EL,Greece,2018,-7.8
EMP_PT,Employed persons working part-time,EL,Greece,2019,-8.3
EMP_PT,Employed persons working part-time,EL,Greece,2020,-8.0
EMP_PT,Employed persons working part-time,EL,Greece,2021,-7.4
EMP_PT,Employed persons working part-time,EL,Greece,2022,-7.3
EMP_PT,Employed persons working part-time,EL,Greece,2023,-7.8
EMP_PT,Employed persons working part-time,ES,Spain,2009,-17.6
EMP_PT,Employed persons working part-time,ES,Spain,2010,-17.5
EMP_PT,Employed persons working part-time,ES,Spain,2011,-17.0
EMP_PT,Employed persons working part-time,ES,Spain,2012,-17.4
EMP_PT,Employed persons working part-time,ES,Spain,2013,-17.5
EMP_PT,Employed persons working part-time,ES,Spain,2014,-17.8
EMP_PT,Employed persons working part-time,ES,Spain,2015,-17.3
EMP_PT,Employed persons working part-time,ES,Spain,2016,-16.5
EMP_PT,Employed persons working part-time,ES,Spain,2017,-17.0
EMP_PT,Employed persons working part-time,ES,Spain,2018,-17.2
EMP_PT,Employed persons working part-time,ES,Spain,2019,-16.9
EMP_PT,Employed persons working part-time,ES,Spain,2020,-16.3
EMP_PT,Employed persons working part-time,ES,Spain,2021,-16.0
EMP_PT,Employed persons working part-time,ES,Spain,2022,-15.2
EMP_PT,Employed persons working part-time,ES,Spain,2023,-14.6
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2009,-23.1
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2010,-23.4
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2011,-23.5
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2012,-23.5
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2013,-23.8
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2014,-23.6
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2015,-23.3
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2016,-23.2
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2017,-22.9
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2018,-22.7
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2019,-22.7
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2020,-21.1
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2021,-20.6
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2022,-20.2
EMP_PT,Employed persons working part-time,EU27_2020,European Union,2023,-20.3
EMP_PT,Employed persons working part-time,FI,Finland,2009,-10.2
EMP_PT,Employed persons working part-time,FI,Finland,2010,-10.3
EMP_PT,Employed persons working part-time,FI,Finland,2011,-10.0
EMP_PT,Employed persons working part-time,FI,Finland,2012,-10.5
EMP_PT,Employed persons working part-time,FI,Finland,2013,-10.7
EMP_PT,Employed persons working part-time,FI,Finland,2014,-10.2
EMP_PT,Employed persons working part-time,FI,Finland,2015,-9.2
EMP_PT,Employed persons working part-time,FI,Finland,2016,-10.4
EMP_PT,Employed persons working part-time,FI,Finland,2017,-10.8
EMP_PT,Employed persons working part-time,FI,Finland,2018,-10.9
EMP_PT,Employed persons working part-time,FI,Finland,2019,-11.3
EMP_PT,Employed persons working part-time,FI,Finland,2020,-9.7
EMP_PT,Employed persons working part-time,FI,Finland,2021,-11.3
EMP_PT,Employed persons working part-time,FI,Finland,2022,-10.8
EMP_PT,Employed persons working part-time,FI,Finland,2023,-10.2
EMP_PT,Employed persons working part-time,FR,France,2009,-25.2
EMP_PT,Employed persons working part-time,FR,France,2010,-24.9
EMP_PT,Employed persons working part-time,FR,France,2011,-24.6
EMP_PT,Employed persons working part-time,FR,France,2012,-24.8
EMP_PT,Employed persons working part-time,FR,France,2013,-25.0
EMP_PT,Employed persons working part-time,FR,France,2014,-24.6
EMP_PT,Employed persons working part-time,FR,France,2015,-23.9
EMP_PT,Employed persons working part-time,FR,France,2016,-23.5
EMP_PT,Employed persons working part-time,FR,France,2017,-23.2
EMP_PT,Employed persons working part-time,FR,France,2018,-22.4
EMP_PT,Employed persons working part-time,FR,France,2019,-21.6
EMP_PT,Employed persons working part-time,FR,France,2020,-20.5
EMP_PT,Employed persons working part-time,FR,France,2021,-19.9
EMP_PT,Employed persons working part-time,FR,France,2022,-18.4
EMP_PT,Employed persons working part-time,FR,France,2023,-18.1
EMP_PT,Employed persons working part-time,HR,Croatia,2009,-3.8
EMP_PT,Employed persons working part-time,HR,Croatia,2010,-4.3
EMP_PT,Employed persons working part-time,HR,Croatia,2011,-3.6
EMP_PT,Employed persons working part-time,HR,Croatia,2012,-2.3
EMP_PT,Employed persons working part-time,HR,Croatia,2013,-1.7
EMP_PT,Employed persons working part-time,HR,Croatia,2014,-2.7
EMP_PT,Employed persons working part-time,HR,Croatia,2015,-2.6
EMP_PT,Employed persons working part-time,HR,Croatia,2016,-2.7
EMP_PT,Employed persons working part-time,HR,Croatia,2017,-2.2
EMP_PT,Employed persons working part-time,HR,Croatia,2018,-3.1
EMP_PT,Employed persons working part-time,HR,Croatia,2019,-3.5
EMP_PT,Employed persons working part-time,HR,Croatia,2020,-2.9
EMP_PT,Employed persons working part-time,HR,Croatia,2021,-2.3
EMP_PT,Employed persons working part-time,HR,Croatia,2022,-2.5
EMP_PT,Employed persons working part-time,HR,Croatia,2023,-1.5
EMP_PT,Employed persons working part-time,HU,Hungary,2009,-2.9
EMP_PT,Employed persons working part-time,HU,Hungary,2010,-3.5
EMP_PT,Employed persons working part-time,HU,Hungary,2011,-3.6
EMP_PT,Employed persons working part-time,HU,Hungary,2012,-4.4
EMP_PT,Employed persons working part-time,HU,Hungary,2013,-4.1
EMP_PT,Employed persons working part-time,HU,Hungary,2014,-3.7
EMP_PT,Employed persons working part-time,HU,Hungary,2015,-3.2
EMP_PT,Employed persons working part-time,HU,Hungary,2016,-3.2
EMP_PT,Employed persons working part-time,HU,Hungary,2017,-3.2
EMP_PT,Employed persons working part-time,HU,Hungary,2018,-3.3
EMP_PT,Employed persons working part-time,HU,Hungary,2019,-3.9
EMP_PT,Employed persons working part-time,HU,Hungary,2020,-3.9
EMP_PT,Employed persons working part-time,HU,Hungary,2021,-4.0
EMP_PT,Employed persons working part-time,HU,Hungary,2022,-3.4
EMP_PT,Employed persons working part-time,HU,Hungary,2023,-3.5
EMP_PT,Employed persons working part-time,IE,Ireland,2009,-22.6
EMP_PT,Employed persons working part-time,IE,Ireland,2010,-22.5
EMP_PT,Employed persons working part-time,IE,Ireland,2011,-22.0
EMP_PT,Employed persons working part-time,IE,Ireland,2012,-20.8
EMP_PT,Employed persons working part-time,IE,Ireland,2013,-20.9
EMP_PT,Employed persons working part-time,IE,Ireland,2014,-20.0
EMP_PT,Employed persons working part-time,IE,Ireland,2015,-20.4
EMP_PT,Employed persons working part-time,IE,Ireland,2016,-19.7
EMP_PT,Employed persons working part-time,IE,Ireland,2017,-19.7
EMP_PT,Employed persons working part-time,IE,Ireland,2018,-19.4
EMP_PT,Employed persons working part-time,IE,Ireland,2019,-20.4
EMP_PT,Employed persons working part-time,IE,Ireland,2020,-18.5
EMP_PT,Employed persons working part-time,IE,Ireland,2021,-18.5
EMP_PT,Employed persons working part-time,IE,Ireland,2022,-19.2
EMP_PT,Employed persons working part-time,IE,Ireland,2023,-19.1
EMP_PT,Employed persons working part-time,IS,Iceland,2009,-23.7
EMP_PT,Employed persons working part-time,IS,Iceland,2010,-23.2
EMP_PT,Employed persons working part-time,IS,Iceland,2011,-21.4
EMP_PT,Employed persons working part-time,IS,Iceland,2012,-19.4
EMP_PT,Employed persons working part-time,IS,Iceland,2013,-20.1
EMP_PT,Employed persons working part-time,IS,Iceland,2014,-23.8
EMP_PT,Employed persons working part-time,IS,Iceland,2015,-23.5
EMP_PT,Employed persons working part-time,IS,Iceland,2016,-24.3
EMP_PT,Employed persons working part-time,IS,Iceland,2017,-23.9
EMP_PT,Employed persons working part-time,IS,Iceland,2018,-22.4
EMP_PT,Employed persons working part-time,IS,Iceland,2019,-23.5
EMP_PT,Employed persons working part-time,IS,Iceland,2020,-22.2
EMP_PT,Employed persons working part-time,IS,Iceland,2021,-23.3
EMP_PT,Employed persons working part-time,IS,Iceland,2022,-21.9
EMP_PT,Employed persons working part-time,IS,Iceland,2023,-20.5
EMP_PT,Employed persons working part-time,IT,Italy,2009,-22.7
EMP_PT,Employed persons working part-time,IT,Italy,2010,-23.3
EMP_PT,Employed persons working part-time,IT,Italy,2011,-23.2
EMP_PT,Employed persons working part-time,IT,Italy,2012,-23.6
EMP_PT,Employed persons working part-time,IT,Italy,2013,-23.7
EMP_PT,Employed persons working part-time,IT,Italy,2014,-23.7
EMP_PT,Employed persons working part-time,IT,Italy,2015,-23.7
EMP_PT,Employed persons working part-time,IT,Italy,2016,-23.9
EMP_PT,Employed persons working part-time,IT,Italy,2017,-23.6
EMP_PT,Employed persons working part-time,IT,Italy,2018,-23.8
EMP_PT,Employed persons working part-time,IT,Italy,2019,-24.1
EMP_PT,Employed persons working part-time,IT,Italy,2020,-23.3
EMP_PT,Employed persons working part-time,IT,Italy,2021,-23.1
EMP_PT,Employed persons working part-time,IT,Italy,2022,-24.0
EMP_PT,Employed persons working part-time,IT,Italy,2023,-24.0
EMP_PT,Employed persons working part-time,LT,Lithuania,2009,-2.5
EMP_PT,Employed persons working part-time,LT,Lithuania,2010,-2.5
EMP_PT,Employed persons working part-time,LT,Lithuania,2011,-3.2
EMP_PT,Employed persons working part-time,LT,Lithuania,2012,-3.7
EMP_PT,Employed persons working part-time,LT,Lithuania,2013,-3.9
EMP_PT,Employed persons working part-time,LT,Lithuania,2014,-4.3
EMP_PT,Employed persons working part-time,LT,Lithuania,2015,-4.3
EMP_PT,Employed persons working part-time,LT,Lithuania,2016,-3.4
EMP_PT,Employed persons working part-time,LT,Lithuania,2017,-3.7
EMP_PT,Employed persons working part-time,LT,Lithuania,2018,-3.6
EMP_PT,Employed persons working part-time,LT,Lithuania,2019,-3.2
EMP_PT,Employed persons working part-time,LT,Lithuania,2020,-2.7
EMP_PT,Employed persons working part-time,LT,Lithuania,2021,-3.3
EMP_PT,Employed persons working part-time,LT,Lithuania,2022,-3.4
EMP_PT,Employed persons working part-time,LT,Lithuania,2023,-3.6
EMP_PT,Employed persons working part-time,LU,Luxembourg,2009,-30.5
EMP_PT,Employed persons working part-time,LU,Luxembourg,2010,-32.5
EMP_PT,Employed persons working part-time,LU,Luxembourg,2011,-31.6
EMP_PT,Employed persons working part-time,LU,Luxembourg,2012,-31.4
EMP_PT,Employed persons working part-time,LU,Luxembourg,2013,-31.0
EMP_PT,Employed persons working part-time,LU,Luxembourg,2014,-30.9
EMP_PT,Employed persons working part-time,LU,Luxembourg,2015,-28.1
EMP_PT,Employed persons working part-time,LU,Luxembourg,2016,-28.7
EMP_PT,Employed persons working part-time,LU,Luxembourg,2017,-29.4
EMP_PT,Employed persons working part-time,LU,Luxembourg,2018,-26.1
EMP_PT,Employed persons working part-time,LU,Luxembourg,2019,-24.8
EMP_PT,Employed persons working part-time,LU,Luxembourg,2020,-24.1
EMP_PT,Employed persons working part-time,LU,Luxembourg,2021,-23.8
EMP_PT,Employed persons working part-time,LU,Luxembourg,2022,-24.0
EMP_PT,Employed persons working part-time,LU,Luxembourg,2023,-21.8
EMP_PT,Employed persons working part-time,LV,Latvia,2009,-2.1
EMP_PT,Employed persons working part-time,LV,Latvia,2010,-2.6
EMP_PT,Employed persons working part-time,LV,Latvia,2011,-2.5
EMP_PT,Employed persons working part-time,LV,Latvia,2012,-3.5
EMP_PT,Employed persons working part-time,LV,Latvia,2013,-3.1
EMP_PT,Employed persons working part-time,LV,Latvia,2014,-3.4
EMP_PT,Employed persons working part-time,LV,Latvia,2015,-4.5
EMP_PT,Employed persons working part-time,LV,Latvia,2016,-3.8
EMP_PT,Employed persons working part-time,LV,Latvia,2017,-4.6
EMP_PT,Employed persons working part-time,LV,Latvia,2018,-4.1
EMP_PT,Employed persons working part-time,LV,Latvia,2019,-4.5
EMP_PT,Employed persons working part-time,LV,Latvia,2020,-3.8
EMP_PT,Employed persons working part-time,LV,Latvia,2021,-4.5
EMP_PT,Employed persons working part-time,LV,Latvia,2022,-4.7
EMP_PT,Employed persons working part-time,LV,Latvia,2023,-4.3
EMP_PT,Employed persons working part-time,ME,Montenegro,2011,-0.3
EMP_PT,Employed persons working part-time,ME,Montenegro,2012,-0.6
EMP_PT,Employed persons working part-time,ME,Montenegro,2013,1.3
EMP_PT,Employed persons working part-time,ME,Montenegro,2014,0.7
EMP_PT,Employed persons working part-time,ME,Montenegro,2015,-0.9
EMP_PT,Employed persons working part-time,ME,Montenegro,2016,0.7
EMP_PT,Employed persons working part-time,ME,Montenegro,2017,0.2
EMP_PT,Employed persons working part-time,ME,Montenegro,2018,1.1
EMP_PT,Employed persons working part-time,ME,Montenegro,2019,0.2
EMP_PT,Employed persons working part-time,ME,Montenegro,2020,0.9
EMP_PT,Employed persons working part-time,MK,North Macedonia,2009,-2.4
EMP_PT,Employed persons working part-time,MK,North Macedonia,2010,-2.4
EMP_PT,Employed persons working part-time,MK,North Macedonia,2011,-1.3
EMP_PT,Employed persons working part-time,MK,North Macedonia,2012,-1.3
EMP_PT,Employed persons working part-time,MK,North Macedonia,2013,-0.6
EMP_PT,Employed persons working part-time,MK,North Macedonia,2014,1.3
EMP_PT,Employed persons working part-time,MK,North Macedonia,2015,-0.2
EMP_PT,Employed persons working part-time,MK,North Macedonia,2016,-0.9
EMP_PT,Employed persons working part-time,MK,North Macedonia,2017,-0.5
EMP_PT,Employed persons working part-time,MK,North Macedonia,2018,-0.1
EMP_PT,Employed persons working part-time,MK,North Macedonia,2019,-0.3
EMP_PT,Employed persons working part-time,MK,North Macedonia,2020,-0.9
EMP_PT,Employed persons working part-time,MT,Malta,2009,-18.7
EMP_PT,Employed persons working part-time,MT,Malta,2010,-19.1
EMP_PT,Employed persons working part-time,MT,Malta,2011,-20.1
EMP_PT,Employed persons working part-time,MT,Malta,2012,-19.7
EMP_PT,Employed persons working part-time,MT,Malta,2013,-19.6
EMP_PT,Employed persons working part-time,MT,Malta,2014,-21.1
EMP_PT,Employed persons working part-time,MT,Malta,2015,-20.0
EMP_PT,Employed persons working part-time,MT,Malta,2016,-19.7
EMP_PT,Employed persons working part-time,MT,Malta,2017,-18.0
EMP_PT,Employed persons working part-time,MT,Malta,2018,-15.5
EMP_PT,Employed persons working part-time,MT,Malta,2019,-15.1
EMP_PT,Employed persons working part-time,MT,Malta,2020,-15.5
EMP_PT,Employed persons working part-time,MT,Malta,2021,-12.6
EMP_PT,Employed persons working part-time,MT,Malta,2022,-13.8
EMP_PT,Employed persons working part-time,MT,Malta,2023,-12.3
EMP_PT,Employed persons working part-time,NL,Netherlands,2009,-48.7
EMP_PT,Employed persons working part-time,NL,Netherlands,2010,-49.3
EMP_PT,Employed persons working part-time,NL,Netherlands,2011,-49.7
EMP_PT,Employed persons working part-time,NL,Netherlands,2012,-49.7
EMP_PT,Employed persons working part-time,NL,Netherlands,2013,-48.4
EMP_PT,Employed persons working part-time,NL,Netherlands,2014,-47.8
EMP_PT,Employed persons working part-time,NL,Netherlands,2015,-47.8
EMP_PT,Employed persons working part-time,NL,Netherlands,2016,-47.7
EMP_PT,Employed persons working part-time,NL,Netherlands,2017,-46.6
EMP_PT,Employed persons working part-time,NL,Netherlands,2018,-46.1
EMP_PT,Employed persons working part-time,NL,Netherlands,2019,-45.6
EMP_PT,Employed persons working part-time,NL,Netherlands,2020,-45.0
EMP_PT,Employed persons working part-time,NL,Netherlands,2021,-44.1
EMP_PT,Employed persons working part-time,NL,Netherlands,2022,-42.3
EMP_PT,Employed persons working part-time,NL,Netherlands,2023,-41.8
EMP_PT,Employed persons working part-time,NO,Norway,2009,-27.3
EMP_PT,Employed persons working part-time,NO,Norway,2010,-27.2
EMP_PT,Employed persons working part-time,NO,Norway,2011,-27.3
EMP_PT,Employed persons working part-time,NO,Norway,2012,-25.7
EMP_PT,Employed persons working part-time,NO,Norway,2013,-25.6
EMP_PT,Employed persons working part-time,NO,Norway,2014,-23.7
EMP_PT,Employed persons working part-time,NO,Norway,2015,-22.4
EMP_PT,Employed persons working part-time,NO,Norway,2016,-22.0
EMP_PT,Employed persons working part-time,NO,Norway,2017,-20.5
EMP_PT,Employed persons working part-time,NO,Norway,2018,-21.6
EMP_PT,Employed persons working part-time,NO,Norway,2019,-21.4
EMP_PT,Employed persons working part-time,NO,Norway,2020,-19.9
EMP_PT,Employed persons working part-time,NO,Norway,2021,-19.6
EMP_PT,Employed persons working part-time,NO,Norway,2022,-18.5
EMP_PT,Employed persons working part-time,NO,Norway,2023,-17.2
EMP_PT,Employed persons working part-time,PL,Poland,2009,-6.0
EMP_PT,Employed persons working part-time,PL,Poland,2010,-6.0
EMP_PT,Employed persons working part-time,PL,Poland,2011,-5.9
EMP_PT,Employed persons working part-time,PL,Poland,2012,-6.2
EMP_PT,Employed persons working part-time,PL,Poland,2013,-6.0
EMP_PT,Employed persons working part-time,PL,Poland,2014,-6.1
EMP_PT,Employed persons working part-time,PL,Poland,2015,-5.9
EMP_PT,Employed persons working part-time,PL,Poland,2016,-6.0
EMP_PT,Employed persons working part-time,PL,Poland,2017,-6.3
EMP_PT,Employed persons working part-time,PL,Poland,2018,-5.9
EMP_PT,Employed persons working part-time,PL,Poland,2019,-5.8
EMP_PT,Employed persons working part-time,PL,Poland,2020,-5.6
EMP_PT,Employed persons working part-time,PL,Poland,2021,-4.3
EMP_PT,Employed persons working part-time,PL,Poland,2022,-4.5
EMP_PT,Employed persons working part-time,PL,Poland,2023,-5.2
EMP_PT,Employed persons working part-time,PT,Portugal,2009,-6.3
EMP_PT,Employed persons working part-time,PT,Portugal,2010,-6.1
EMP_PT,Employed persons working part-time,PT,Portugal,2011,-6.4
EMP_PT,Employed persons working part-time,PT,Portugal,2012,-5.9
EMP_PT,Employed persons working part-time,PT,Portugal,2013,-6.0
EMP_PT,Employed persons working part-time,PT,Portugal,2014,-5.5
EMP_PT,Employed persons working part-time,PT,Portugal,2015,-5.8
EMP_PT,Employed persons working part-time,PT,Portugal,2016,-5.6
EMP_PT,Employed persons working part-time,PT,Portugal,2017,-5.7
EMP_PT,Employed persons working part-time,PT,Portugal,2018,-5.0
EMP_PT,Employed persons working part-time,PT,Portugal,2019,-5.7
EMP_PT,Employed persons working part-time,PT,Portugal,2020,-5.3
EMP_PT,Employed persons working part-time,PT,Portugal,2021,-4.7
EMP_PT,Employed persons working part-time,PT,Portugal,2022,-4.7
EMP_PT,Employed persons working part-time,PT,Portugal,2023,-5.3
EMP_PT,Employed persons working part-time,RO,Romania,2009,0.5
EMP_PT,Employed persons working part-time,RO,Romania,2010,1.2
EMP_PT,Employed persons working part-time,RO,Romania,2011,0.5
EMP_PT,Employed persons working part-time,RO,Romania,2012,0.8
EMP_PT,Employed persons working part-time,RO,Romania,2013,0.8
EMP_PT,Employed persons working part-time,RO,Romania,2014,0.6
EMP_PT,Employed persons working part-time,RO,Romania,2015,1.0
EMP_PT,Employed persons working part-time,RO,Romania,2016,0.8
EMP_PT,Employed persons working part-time,RO,Romania,2017,1.0
EMP_PT,Employed persons working part-time,RO,Romania,2018,0.7
EMP_PT,Employed persons working part-time,RO,Romania,2019,0.8
EMP_PT,Employed persons working part-time,RO,Romania,2020,0.8
EMP_PT,Employed persons working part-time,RO,Romania,2021,1.1
EMP_PT,Employed persons working part-time,RO,Romania,2022,0.9
EMP_PT,Employed persons working part-time,RO,Romania,2023,0.7
EMP_PT,Employed persons working part-time,RS,Serbia,2011,-1.6
EMP_PT,Employed persons working part-time,RS,Serbia,2012,-1.5
EMP_PT,Employed persons working part-time,RS,Serbia,2013,-1.7
EMP_PT,Employed persons working part-time,RS,Serbia,2014,-1.7
EMP_PT,Employed persons working part-time,RS,Serbia,2015,-1.6
EMP_PT,Employed persons working part-time,RS,Serbia,2016,-2.1
EMP_PT,Employed persons working part-time,RS,Serbia,2017,-2.2
EMP_PT,Employed persons working part-time,RS,Serbia,2018,-1.7
EMP_PT,Employed persons working part-time,RS,Serbia,2019,-1.9
EMP_PT,Employed persons working part-time,RS,Serbia,2020,-2.3
