prof_pos,pos,geo,name,TIME_PERIOD,OBS_VALUE
BRD,Board members,RS,Serbia,2021,23.4
BRD,Board members,RS,Serbia,2022,19.2
BRD,Board members,RS,Serbia,2023,18.2
BRD,Board members,SE,Sweden,2003,17.5
BRD,Board members,SE,Sweden,2004,21.3
BRD,Board members,SE,Sweden,2005,24.0
BRD,Board members,SE,Sweden,2006,24.4
BRD,Board members,SE,Sweden,2007,23.8
BRD,Board members,SE,Sweden,2008,26.9
BRD,Board members,SE,Sweden,2009,26.8
BRD,Board members,SE,Sweden,2010,26.4
BRD,Board members,SE,Sweden,2011,24.7
BRD,Board members,SE,Sweden,2012,25.5
BRD,Board members,SE,Sweden,2013,26.5
BRD,Board members,SE,Sweden,2014,27.6
BRD,Board members,SE,Sweden,2015,32.6
BRD,Board members,SE,Sweden,2016,36.9
BRD,Board members,SE,Sweden,2017,35.9
BRD,Board members,SE,Sweden,2018,36.1
BRD,Board members,SE,Sweden,2019,37.5
BRD,Board members,SE,Sweden,2020,38.0
BRD,Board members,SE,Sweden,2021,37.9
BRD,Board members,SE,Sweden,2022,35.2
BRD,Board members,SE,Sweden,2023,36.6
BRD,Board members,SI,Slovenia,2003,22.9
BRD,Board members,SI,Slovenia,2004,19.0
BRD,Board members,SI,Slovenia,2005,18.9
BRD,Board members,SI,Slovenia,2006,19.3
BRD,Board members,SI,Slovenia,2007,15.4
BRD,Board members,SI,Slovenia,2008,18.4
BRD,Board members,SI,Slovenia,2009,10.0
BRD,Board members,SI,Slovenia,2010,9.8
BRD,Board members,SI,Slovenia,2011,14.2
BRD,Board members,SI,Slovenia,2012,18.7
BRD,Board members,SI,Slovenia,2013,21.6
BRD,Board members,SI,Slovenia,2014,19.9
BRD,Board members,SI,Slovenia,2015,21.5
BRD,Board members,SI,Slovenia,2016,24.8
BRD,Board members,SI,Slovenia,2017,22.6
BRD,Board members,SI,Slovenia,2018,27.9
BRD,Board members,SI,Slovenia,2019,24.6
BRD,Board members,SI,Slovenia,2020,22.9
BRD,Board members,SI,Slovenia,2021,19.4
BRD,Board members,SI,Slovenia,2022,23.1
BRD,Board members,SI,Slovenia,2023,23.5
BRD,Board members,SK,Slovakia,2003,7.6
BRD,Board members,SK,Slovakia,2004,8.4
BRD,Board members,SK,Slovakia,2005,11.1
BRD,Board members,SK,Slovakia,2006,9.7
BRD,Board members,SK,Slovakia,2007,23.5
BRD,Board members,SK,Slovakia,2008,18.0
BRD,Board members,SK,Slovakia,2009,18.2
BRD,Board members,SK,Slovakia,2010,21.6
BRD,Board members,SK,Slovakia,2011,14.6
BRD,Board members,SK,Slovakia,2012,13.8
BRD,Board members,SK,Slovakia,2013,24.0
BRD,Board members,SK,Slovakia,2014,18.2
BRD,Board members,SK,Slovakia,2015,12.7
BRD,Board members,SK,Slovakia,2016,12.5
BRD,Board members,SK,Slovakia,2017,15.1
BRD,Board members,SK,Slovakia,2018,24.1
BRD,Board members,SK,Slovakia,2019,29.1
BRD,Board members,SK,Slovakia,2020,31.4
BRD,Board members,SK,Slovakia,2021,27.7
BRD,Board members,SK,Slovakia,2022,30.3
BRD,Board members,SK,Slovakia,2023,25.0
BRD,Board members,TR,Türkiye,2005,7.0
BRD,Board members,TR,Türkiye,2006,8.0
BRD,Board members,TR,Türkiye,2007,7.8
BRD,Board members,TR,Türkiye,2008,8.7
BRD,Board members,TR,Türkiye,2009,9.0
BRD,Board members,TR,Türkiye,2010,9.7
BRD,Board members,TR,Türkiye,2011,11.0
BRD,Board members,TR,Türkiye,2012,9.6
BRD,Board members,TR,Türkiye,2013,8.5
BRD,Board members,TR,Türkiye,2014,8.7
BRD,Board members,TR,Türkiye,2015,10.4
BRD,Board members,TR,Türkiye,2016,12.6
BRD,Board members,TR,Türkiye,2017,13.4
BRD,Board members,TR,Türkiye,2018,15.3
BRD,Board members,TR,Türkiye,2019,18.1
BRD,Board members,TR,Türkiye,2020,17.5
BRD,Board members,TR,Türkiye,2021,18.0
BRD,Board members,TR,Türkiye,2022,17.3
BRD,Board members,TR,Türkiye,2023,18.0
BRD,Board members,UK,United Kingdom,2003,15.2
BRD,Board members,UK,United Kingdom,2004,13.2
BRD,Board members,UK,United Kingdom,2005,12.7
BRD,Board members,UK,United Kingdom,2006,12.1
BRD,Board members,UK,United Kingdom,2007,11.4
BRD,Board members,UK,United Kingdom,2008,12.4
BRD,Board members,UK,United Kingdom,2009,12.3
BRD,Board members,UK,United Kingdom,2010,13.3
BRD,Board members,UK,United Kingdom,2011,16.3
BRD,Board members,UK,United Kingdom,2012,18.8
BRD,Board members,UK,United Kingdom,2013,21.0
BRD,Board members,UK,United Kingdom,2014,24.2
BRD,Board members,UK,United Kingdom,2015,27.8
BRD,Board members,UK,United Kingdom,2016,27.0
BRD,Board members,UK,United Kingdom,2017,27.2
BRD,Board members,UK,United Kingdom,2018,29.9
BRD,Board members,UK,United Kingdom,2019,32.6
BRD,Board members,UK,United Kingdom,2020,34.7
BRD,Board members,UK,United Kingdom,2021,37.8
EXEC,Executives,AT,Austria,2012,4.7
EXEC,Executives,AT,Austria,2013,2.8
EXEC,Executives,AT,Austria,2014,4.2
EXEC,Executives,AT,Austria,2015,4.3
EXEC,Executives,AT,Austria,2016,5.4
EXEC,Executives,AT,Austria,2017,4.1
EXEC,Executives,AT,Austria,2018,5.1
EXEC,Executives,AT,Austria,2019,7.5
EXEC,Executives,AT,Austria,2020,5.7
EXEC,Executives,AT,Austria,2021,5.7
EXEC,Executives,AT,Austria,2022,9.5
EXEC,Executives,AT,Austria,2023,8.5
EXEC,Executives,BA,Bosnia and Herzegovina,2018,20.8
EXEC,Executives,BA,Bosnia and Herzegovina,2019,27.5
EXEC,Executives,BA,Bosnia and Herzegovina,2020,22.5
EXEC,Executives,BA,Bosnia and Herzegovina,2021,23.4
EXEC,Executives,BA,Bosnia and Herzegovina,2022,17.6
EXEC,Executives,BA,Bosnia and Herzegovina,2023,27.3
EXEC,Executives,BE,Belgium,2012,9.6
EXEC,Executives,BE,Belgium,2013,11.8
EXEC,Executives,BE,Belgium,2014,13.3
EXEC,Executives,BE,Belgium,2015,15.2
EXEC,Executives,BE,Belgium,2016,17.1
EXEC,Executives,BE,Belgium,2017,13.4
EXEC,Executives,BE,Belgium,2018,14.4
EXEC,Executives,BE,Belgium,2019,14.8
EXEC,Executives,BE,Belgium,2020,15.2
EXEC,Executives,BE,Belgium,2021,18.5
EXEC,Executives,BE,Belgium,2022,15.1
EXEC,Executives,BE,Belgium,2023,21.6
EXEC,Executives,BG,Bulgaria,2012,11.5
EXEC,Executives,BG,Bulgaria,2013,9.6
EXEC,Executives,BG,Bulgaria,2014,15.3
EXEC,Executives,BG,Bulgaria,2015,27.1
EXEC,Executives,BG,Bulgaria,2016,26.1
EXEC,Executives,BG,Bulgaria,2017,22.0
EXEC,Executives,BG,Bulgaria,2018,26.5
EXEC,Executives,BG,Bulgaria,2019,26.9
EXEC,Executives,BG,Bulgaria,2020,30.9
EXEC,Executives,BG,Bulgaria,2021,25.4
EXEC,Executives,BG,Bulgaria,2022,22.0
EXEC,Executives,BG,Bulgaria,2023,19.3
EXEC,Executives,CY,Cyprus,2012,8.6
EXEC,Executives,CY,Cyprus,2013,13.8
EXEC,Executives,CY,Cyprus,2014,14.9
EXEC,Executives,CY,Cyprus,2015,17.6
EXEC,Executives,CY,Cyprus,2016,15.2
EXEC,Executives,CY,Cyprus,2017,15.2
EXEC,Executives,CY,Cyprus,2018,17.4
EXEC,Executives,CY,Cyprus,2019,17.5
EXEC,Executives,CY,Cyprus,2020,23.1
EXEC,Executives,CY,Cyprus,2021,14.7
EXEC,Executives,CY,Cyprus,2022,17.9
EXEC,Executives,CY,Cyprus,2023,21.1
EXEC,Executives,CZ,Czechia,2012,6.3
EXEC,Executives,CZ,Czechia,2013,3.9
EXEC,Executives,CZ,Czechia,2014,4.4
EXEC,Executives,CZ,Czechia,2015,8.8
EXEC,Executives,CZ,Czechia,2016,6.8
EXEC,Executives,CZ,Czechia,2017,6.9
EXEC,Executives,CZ,Czechia,2018,6.1
EXEC,Executives,CZ,Czechia,2019,10.9
EXEC,Executives,CZ,Czechia,2020,13.2
EXEC,Executives,CZ,Czechia,2021,16.1
EXEC,Executives,CZ,Czechia,2022,12.1
EXEC,Executives,CZ,Czechia,2023,12.3
EXEC,Executives,DE,Germany,2012,7.2
EXEC,Executives,DE,Germany,2013,6.8
EXEC,Executives,DE,Germany,2014,7.0
EXEC,Executives,DE,Germany,2015,8.4
EXEC,Executives,DE,Germany,2016,10.6
EXEC,Executives,DE,Germany,2017,13.4
EXEC,Executives,DE,Germany,2018,13.8
EXEC,Executives,DE,Germany,2019,14.2
EXEC,Executives,DE,Germany,2020,13.5
EXEC,Executives,DE,Germany,2021,17.8
EXEC,Executives,DE,Germany,2022,22.1
EXEC,Executives,DE,Germany,2023,23.5
EXEC,Executives,DK,Denmark,2012,11.2
EXEC,Executives,DK,Denmark,2013,11.8
EXEC,Executives,DK,Denmark,2014,11.7
EXEC,Executives,DK,Denmark,2015,8.3
EXEC,Executives,DK,Denmark,2016,9.4
EXEC,Executives,DK,Denmark,2017,15.9
EXEC,Executives,DK,Denmark,2018,11.0
EXEC,Executives,DK,Denmark,2019,17.1
EXEC,Executives,DK,Denmark,2020,20.2
EXEC,Executives,DK,Denmark,2021,22.5
EXEC,Executives,DK,Denmark,2022,22.0
EXEC,Executives,DK,Denmark,2023,23.6
EXEC,Executives,EE,Estonia,2012,20.0
EXEC,Executives,EE,Estonia,2013,24.4
EXEC,Executives,EE,Estonia,2014,17.1
EXEC,Executives,EE,Estonia,2015,18.4
EXEC,Executives,EE,Estonia,2016,34.8
EXEC,Executives,EE,Estonia,2017,30.2
EXEC,Executives,EE,Estonia,2018,23.9
EXEC,Executives,EE,Estonia,2019,32.6
EXEC,Executives,EE,Estonia,2020,31.1
EXEC,Executives,EE,Estonia,2021,31.1
EXEC,Executives,EE,Estonia,2022,22.9
EXEC,Executives,EE,Estonia,2023,19.2
EXEC,Executives,EL,Greece,2012,5.2
EXEC,Executives,EL,Greece,2013,12.0
EXEC,Executives,EL,Greece,2014,13.0
EXEC,Executives,EL,Greece,2015,12.9
EXEC,Executives,EL,Greece,2016,15.5
EXEC,Executives,EL,Greece,2017,16.5
EXEC,Executives,EL,Greece,2018,17.8
EXEC,Executives,EL,Greece,2019,17.6
EXEC,Executives,EL,Greece,2020,16.6
EXEC,Executives,EL,Greece,2021,20.2
EXEC,Executives,EL,Greece,2022,15.9
EXEC,Executives,EL,Greece,2023,19.3
EXEC,Executives,ES,Spain,2012,5.7
EXEC,Executives,ES,Spain,2013,9.1
EXEC,Executives,ES,Spain,2014,9.6
EXEC,Executives,ES,Spain,2015,10.6
EXEC,Executives,ES,Spain,2016,11.5
EXEC,Executives,ES,Spain,2017,13.2
EXEC,Executives,ES,Spain,2018,14.7
EXEC,Executives,ES,Spain,2019,16.2
EXEC,Executives,ES,Spain,2020,17.1
EXEC,Executives,ES,Spain,2021,16.6
EXEC,Executives,ES,Spain,2022,18.8
EXEC,Executives,ES,Spain,2023,19.1
EXEC,Executives,EU27_2020,European Union,2012,10.3
EXEC,Executives,EU27_2020,European Union,2013,11.7
EXEC,Executives,EU27_2020,European Union,2014,12.4
EXEC,Executives,EU27_2020,European Union,2015,13.7
EXEC,Executives,EU27_2020,European Union,2016,14.7
EXEC,Executives,EU27_2020,European Union,2017,15.5
EXEC,Executives,EU27_2020,European Union,2018,16.5
EXEC,Executives,EU27_2020,European Union,2019,18.0
EXEC,Executives,EU27_2020,European Union,2020,19.3
EXEC,Executives,EU27_2020,European Union,2021,20.2
EXEC,Executives,EU27_2020,European Union,2022,21.1
EXEC,Executives,EU27_2020,European Union,2023,22.2
EXEC,Executives,FI,Finland,2012,14.5
EXEC,Executives,FI,Finland,2013,13.0
EXEC,Executives,FI,Finland,2014,16.4
EXEC,Executives,FI,Finland,2015,16.1
EXEC,Executives,FI,Finland,2016,16.3
EXEC,Executives,FI,Finland,2017,18.6
EXEC,Executives,FI,Finland,2018,18.0
EXEC,Executives,FI,Finland,2019,20.9
EXEC,Executives,FI,Finland,2020,25.0
EXEC,Executives,FI,Finland,2021,26.7
EXEC,Executives,FI,Finland,2022,27.4
EXEC,Executives,FI,Finland,2023,27.9
EXEC,Executives,FR,France,2012,8.4
EXEC,Executives,FR,France,2013,11.3
EXEC,Executives,FR,France,2014,11.4
EXEC,Executives,FR,France,2015,13.1
EXEC,Executives,FR,France,2016,14.9
EXEC,Executives,FR,France,2017,15.2
EXEC,Executives,FR,France,2018,17.0
EXEC,Executives,FR,France,2019,19.7
EXEC,Executives,FR,France,2020,20.8
EXEC,Executives,FR,France,2021,23.6
EXEC,Executives,FR,France,2022,27.4
EXEC,Executives,FR,France,2023,29.0
EXEC,Executives,HR,Croatia,2012,16.7
EXEC,Executives,HR,Croatia,2013,18.1
EXEC,Executives,HR,Croatia,2014,16.3
EXEC,Executives,HR,Croatia,2015,22.0
EXEC,Executives,HR,Croatia,2016,22.2
EXEC,Executives,HR,Croatia,2017,19.1
EXEC,Executives,HR,Croatia,2018,20.6
EXEC,Executives,HR,Croatia,2019,12.3
EXEC,Executives,HR,Croatia,2020,13.4
EXEC,Executives,HR,Croatia,2021,14.3
EXEC,Executives,HR,Croatia,2022,20.0
EXEC,Executives,HR,Croatia,2023,20.3
EXEC,Executives,HU,Hungary,2012,2.5
EXEC,Executives,HU,Hungary,2013,7.3
EXEC,Executives,HU,Hungary,2014,10.6
EXEC,Executives,HU,Hungary,2015,11.9
EXEC,Executives,HU,Hungary,2016,11.1
EXEC,Executives,HU,Hungary,2017,13.3
EXEC,Executives,HU,Hungary,2018,13.3
EXEC,Executives,HU,Hungary,2019,20.9
EXEC,Executives,HU,Hungary,2020,18.2
EXEC,Executives,HU,Hungary,2021,17.9
EXEC,Executives,HU,Hungary,2022,17.9
EXEC,Executives,HU,Hungary,2023,17.1
EXEC,Executives,IE,Ireland,2012,6.5
EXEC,Executives,IE,Ireland,2013,9.0
EXEC,Executives,IE,Ireland,2014,6.4
EXEC,Executives,IE,Ireland,2015,12.3
EXEC,Executives,IE,Ireland,2016,10.6
EXEC,Executives,IE,Ireland,2017,11.9
EXEC,Executives,IE,Ireland,2018,15.5
EXEC,Executives,IE,Ireland,2019,21.5
EXEC,Executives,IE,Ireland,2020,25.3
EXEC,Executives,IE,Ireland,2021,25.0
EXEC,Executives,IE,Ireland,2022,25.7
EXEC,Executives,IE,Ireland,2023,28.9
EXEC,Executives,IS,Iceland,2012,7.9
EXEC,Executives,IS,Iceland,2013,15.2
EXEC,Executives,IS,Iceland,2014,15.3
EXEC,Executives,IS,Iceland,2015,17.0
EXEC,Executives,IS,Iceland,2016,16.3
EXEC,Executives,IS,Iceland,2017,21.4
EXEC,Executives,IS,Iceland,2018,23.7
EXEC,Executives,IS,Iceland,2019,20.4
EXEC,Executives,IS,Iceland,2020,25.4
EXEC,Executives,IS,Iceland,2021,31.0
EXEC,Executives,IS,Iceland,2022,30.7
EXEC,Executives,IS,Iceland,2023,31.0
EXEC,Executives,IT,Italy,2012,4.3
EXEC,Executives,IT,Italy,2013,7.5
EXEC,Executives,IT,Italy,2014,8.1
EXEC,Executives,IT,Italy,2015,8.3
EXEC,Executives,IT,Italy,2016,10.0
EXEC,Executives,IT,Italy,2017,9.9
EXEC,Executives,IT,Italy,2018,9.9
EXEC,Executives,IT,Italy,2019,11.8
EXEC,Executives,IT,Italy,2020,13.1
EXEC,Executives,IT,Italy,2021,14.4
EXEC,Executives,IT,Italy,2022,14.1
EXEC,Executives,IT,Italy,2023,14.8
EXEC,Executives,LT,Lithuania,2012,11.5
EXEC,Executives,LT,Lithuania,2013,16.0
EXEC,Executives,LT,Lithuania,2014,19.0
EXEC,Executives,LT,Lithuania,2015,18.0
EXEC,Executives,LT,Lithuania,2016,21.5
EXEC,Executives,LT,Lithuania,2017,25.3
EXEC,Executives,LT,Lithuania,2018,28.0
EXEC,Executives,LT,Lithuania,2019,28.9
EXEC,Executives,LT,Lithuania,2020,29.1
EXEC,Executives,LT,Lithuania,2021,28.4
EXEC,Executives,LT,Lithuania,2022,28.9
EXEC,Executives,LT,Lithuania,2023,29.3
EXEC,Executives,LU,Luxembourg,2012,10.2
EXEC,Executives,LU,Luxembourg,2013,13.3
EXEC,Executives,LU,Luxembourg,2014,8.9
EXEC,Executives,LU,Luxembourg,2015,7.8
EXEC,Executives,LU,Luxembourg,2016,12.5
EXEC,Executives,LU,Luxembourg,2017,12.0
EXEC,Executives,LU,Luxembourg,2018,12.7
EXEC,Executives,LU,Luxembourg,2019,6.0
EXEC,Executives,LU,Luxembourg,2020,4.2
EXEC,Executives,LU,Luxembourg,2021,4.1
EXEC,Executives,LU,Luxembourg,2022,6.5
EXEC,Executives,LU,Luxembourg,2023,6.7
EXEC,Executives,LV,Latvia,2012,21.9
EXEC,Executives,LV,Latvia,2013,22.4
EXEC,Executives,LV,Latvia,2014,20.4
EXEC,Executives,LV,Latvia,2015,22.2
EXEC,Executives,LV,Latvia,2016,23.9
EXEC,Executives,LV,Latvia,2017,23.5
EXEC,Executives,LV,Latvia,2018,27.3
EXEC,Executives,LV,Latvia,2019,28.6
EXEC,Executives,LV,Latvia,2020,28.9
EXEC,Executives,LV,Latvia,2021,25.0
EXEC,Executives,LV,Latvia,2022,25.7
EXEC,Executives,LV,Latvia,2023,28.6
EXEC,Executives,ME,Montenegro,2015,30.0
EXEC,Executives,ME,Montenegro,2016,25.5
EXEC,Executives,ME,Montenegro,2017,28.3
EXEC,Executives,ME,Montenegro,2018,34.5
EXEC,Executives,ME,Montenegro,2019,31.4
EXEC,Executives,ME,Montenegro,2020,36.0
EXEC,Executives,ME,Montenegro,2021,21.4
EXEC,Executives,ME,Montenegro,2022,36.2
EXEC,Executives,ME,Montenegro,2023,38.2
EXEC,Executives,MK,North Macedonia,2012,32.4
EXEC,Executives,MK,North Macedonia,2013,35.4
EXEC,Executives,MK,North Macedonia,2014,28.8
EXEC,Executives,MK,North Macedonia,2015,29.5
EXEC,Executives,MK,North Macedonia,2016,30.4
EXEC,Executives,MK,North Macedonia,2017,27.9
EXEC,Executives,MK,North Macedonia,2018,26.2
EXEC,Executives,MK,North Macedonia,2019,28.2
EXEC,Executives,MK,North Macedonia,2020,25.0
EXEC,Executives,MK,North Macedonia,2021,25.0
EXEC,Executives,MK,North Macedonia,2022,26.8
EXEC,Executives,MK,North Macedonia,2023,31.7
EXEC,Executives,MT,Malta,2012,6.8
EXEC,Executives,MT,Malta,2013,10.6
EXEC,Executives,MT,Malta,2014,12.8
EXEC,Executives,MT,Malta,2015,15.6
EXEC,Executives,MT,Malta,2016,12.6
EXEC,Executives,MT,Malta,2017,13.8
EXEC,Executives,MT,Malta,2018,20.3
EXEC,Executives,MT,Malta,2019,20.9
EXEC,Executives,MT,Malta,2020,19.1
EXEC,Executives,MT,Malta,2021,21.5
EXEC,Executives,MT,Malta,2022,23.9
EXEC,Executives,MT,Malta,2023,22.4
EXEC,Executives,NL,Netherlands,2012,6.8
EXEC,Executives,NL,Netherlands,2013,6.2
EXEC,Executives,NL,Netherlands,2014,9.2
EXEC,Executives,NL,Netherlands,2015,12.5
EXEC,Executives,NL,Netherlands,2016,11.8
EXEC,Executives,NL,Netherlands,2017,12.4
EXEC,Executives,NL,Netherlands,2018,16.5
EXEC,Executives,NL,Netherlands,2019,14.5
EXEC,Executives,NL,Netherlands,2020,21.0
EXEC,Executives,NL,Netherlands,2021,18.5
EXEC,Executives,NL,Netherlands,2022,18.7
EXEC,Executives,NL,Netherlands,2023,22.5
EXEC,Executives,NO,Norway,2012,17.4
EXEC,Executives,NO,Norway,2013,17.9
EXEC,Executives,NO,Norway,2014,18.0
EXEC,Executives,NO,Norway,2015,17.2
EXEC,Executives,NO,Norway,2016,19.7
EXEC,Executives,NO,Norway,2017,24.5
EXEC,Executives,NO,Norway,2018,24.0
EXEC,Executives,NO,Norway,2019,27.1
EXEC,Executives,NO,Norway,2020,29.6
EXEC,Executives,NO,Norway,2021,30.0
EXEC,Executives,NO,Norway,2022,28.9
EXEC,Executives,NO,Norway,2023,31.3
EXEC,Executives,PL,Poland,2012,5.0
EXEC,Executives,PL,Poland,2013,4.6
EXEC,Executives,PL,Poland,2014,4.4
EXEC,Executives,PL,Poland,2015,10.5
EXEC,Executives,PL,Poland,2016,11.2
EXEC,Executives,PL,Poland,2017,13.5
EXEC,Executives,PL,Poland,2018,13.0
EXEC,Executives,PL,Poland,2019,13.6
EXEC,Executives,PL,Poland,2020,15.4
EXEC,Executives,PL,Poland,2021,15.6
EXEC,Executives,PL,Poland,2022,14.4
EXEC,Executives,PL,Poland,2023,16.5
EXEC,Executives,PT,Portugal,2012,9.6
EXEC,Executives,PT,Portugal,2013,8.0
EXEC,Executives,PT,Portugal,2014,8.5
EXEC,Executives,PT,Portugal,2015,12.2
EXEC,Executives,PT,Portugal,2016,10.6
EXEC,Executives,PT,Portugal,2017,9.0
EXEC,Executives,PT,Portugal,2018,10.0
EXEC,Executives,PT,Portugal,2019,14.6
EXEC,Executives,PT,Portugal,2020,15.7
EXEC,Executives,PT,Portugal,2021,16.3
EXEC,Executives,PT,Portugal,2022,19.7
EXEC,Executives,PT,Portugal,2023,16.9
EXEC,Executives,RO,Romania,2012,30.5
EXEC,Executives,RO,Romania,2013,21.9
EXEC,Executives,RO,Romania,2014,22.7
EXEC,Executives,RO,Romania,2015,16.3
EXEC,Executives,RO,Romania,2016,21.6
EXEC,Executives,RO,Romania,2017,33.3
EXEC,Executives,RO,Romania,2018,25.4
EXEC,Executives,RO,Romania,2019,33.8
EXEC,Executives,RO,Romania,2020,32.8
EXEC,Executives,RO,Romania,2021,31.6
EXEC,Executives,RO,Romania,2022,23.8
EXEC,Executives,RO,Romania,2023,27.2
EXEC,Executives,RS,Serbia,2012,18.3
EXEC,Executives,RS,Serbia,2013,21.1
EXEC,Executives,RS,Serbia,2014,23.0
EXEC,Executives,RS,Serbia,2015,29.7
EXEC,Executives,RS,Serbia,2016,24.1
EXEC,Executives,RS,Serbia,2017,19.3
EXEC,Executives,RS,Serbia,2018,21.7
EXEC,Executives,RS,Serbia,2019,20.7
EXEC,Executives,RS,Serbia,2020,31.3
EXEC,Executives,RS,Serbia,2021,31.7
EXEC,Executives,RS,Serbia,2022,33.3
EXEC,Executives,RS,Serbia,2023,29.4
EXEC,Executives,SE,Sweden,2012,19.2
EXEC,Executives,SE,Sweden,2013,21.5
EXEC,Executives,SE,Sweden,2014,23.0
EXEC,Executives,SE,Sweden,2015,23.6
EXEC,Executives,SE,Sweden,2016,23.9
EXEC,Executives,SE,Sweden,2017,24.5
EXEC,Executives,SE,Sweden,2018,23.6
EXEC,Executives,SE,Sweden,2019,23.7
EXEC,Executives,SE,Sweden,2020,25.4
EXEC,Executives,SE,Sweden,2021,25.8
EXEC,Executives,SE,Sweden,2022,28.5
EXEC,Executives,SE,Sweden,2023,28.6
EXEC,Executives,SI,Slovenia,2012,17.9
EXEC,Executives,SI,Slovenia,2013,19.2
EXEC,Executives,SI,Slovenia,2014,21.1
EXEC,Executives,SI,Slovenia,2015,22.9
EXEC,Executives,SI,Slovenia,2016,19.0
EXEC,Executives,SI,Slovenia,2017,20.6
EXEC,Executives,SI,Slovenia,2018,24.7
EXEC,Executives,SI,Slovenia,2019,26.6
EXEC,Executives,SI,Slovenia,2020,24.6
EXEC,Executives,SI,Slovenia,2021,20.0
EXEC,Executives,SI,Slovenia,2022,22.2
EXEC,Executives,SI,Slovenia,2023,25.9
EXEC,Executives,SK,Slovakia,2012,13.7
EXEC,Executives,SK,Slovakia,2013,18.2
EXEC,Executives,SK,Slovakia,2014,12.5
EXEC,Executives,SK,Slovakia,2015,14.6
EXEC,Executives,SK,Slovakia,2016,13.3
EXEC,Executives,SK,Slovakia,2017,13.0
EXEC,Executives,SK,Slovakia,2018,20.0
EXEC,Executives,SK,Slovakia,2019,13.3
EXEC,Executives,SK,Slovakia,2020,19.5
EXEC,Executives,SK,Slovakia,2021,23.5
EXEC,Executives,SK,Slovakia,2022,19.2
EXEC,Executives,SK,Slovakia,2023,22.7
EXEC,Executives,TR,Türkiye,2012,8.7
EXEC,Executives,TR,Türkiye,2013,10.2
EXEC,Executives,TR,Türkiye,2014,9.9
EXEC,Executives,TR,Türkiye,2015,8.7
EXEC,Executives,TR,Türkiye,2016,10.2
EXEC,Executives,TR,Türkiye,2017,9.5
EXEC,Executives,TR,Türkiye,2018,10.3
EXEC,Executives,TR,Türkiye,2019,11.0
EXEC,Executives,TR,Türkiye,2020,11.0
EXEC,Executives,TR,Türkiye,2021,9.4
EXEC,Executives,TR,Türkiye,2022,12.2
EXEC,Executives,TR,Türkiye,2023,12.1
EXEC,Executives,UK,United Kingdom,2012,11.1
EXEC,Executives,UK,United Kingdom,2013,12.9
EXEC,Executives,UK,United Kingdom,2014,16.6
EXEC,Executives,UK,United Kingdom,2015,18.1
EXEC,Executives,UK,United Kingdom,2016,16.4
EXEC,Executives,UK,United Kingdom,2017,17.9
EXEC,Executives,UK,United Kingdom,2018,18.7
EXEC,Executives,UK,United Kingdom,2019,22.5
EXEC,Executives,UK,United Kingdom,2020,25.7
EXEC,Executives,UK,United Kingdom,2021,25.8
