sex,name,TIME_PERIOD,OBS_VALUE
M,Portugal,2022,8.5
M,Portugal,2023,9.0
M,Romania,2009,14.6
M,Romania,2010,20.3
M,Romania,2011,21.6
M,Romania,2012,21.3
M,Romania,2013,21.3
M,Romania,2014,21.7
M,Romania,2015,21.4
M,Romania,2016,19.9
M,Romania,2017,17.9
M,Romania,2018,16.6
M,Romania,2019,16.2
M,Romania,2020,15.7
M,Romania,2021,14.6
M,Romania,2022,14.5
M,Romania,2023,14.1
M,Serbia,2010,28.1
M,Serbia,2011,29.0
M,Serbia,2012,28.4
M,Serbia,2013,26.7
M,Serbia,2014,24.5
M,Serbia,2015,23.7
M,Serbia,2016,20.8
M,Serbia,2017,20.3
M,Serbia,2018,18.2
M,Serbia,2019,17.5
M,Serbia,2020,18.8
M,Serbia,2021,17.3
M,Serbia,2022,13.6
M,Serbia,2023,14.0
M,Sweden,2009,9.5
M,Sweden,2010,7.7
M,Sweden,2011,7.3
M,Sweden,2012,7.8
M,Sweden,2013,7.4
M,Sweden,2014,7.5
M,Sweden,2015,7.1
M,Sweden,2016,6.8
M,Sweden,2017,6.3
M,Sweden,2018,6.5
M,Sweden,2019,6.0
M,Sweden,2020,6.9
M,Sweden,2021,5.8
M,Sweden,2022,5.4
M,Sweden,2023,5.6
M,Slovenia,2009,7.8
M,Slovenia,2010,7.9
M,Slovenia,2011,8.3
M,Slovenia,2012,9.7
M,Slovenia,2013,10.4
M,Slovenia,2014,10.0
M,Slovenia,2015,10.4
M,Slovenia,2016,9.4
M,Slovenia,2017,7.2
M,Slovenia,2018,6.6
M,Slovenia,2019,5.9
M,Slovenia,2020,6.9
M,Slovenia,2021,6.6
M,Slovenia,2022,7.2
M,Slovenia,2023,6.7
M,Slovakia,2009,14.0
M,Slovakia,2010,17.1
M,Slovakia,2011,16.9
M,Slovakia,2012,16.5
M,Slovakia,2013,17.2
M,Slovakia,2014,15.8
M,Slovakia,2015,14.0
M,Slovakia,2016,11.8
M,Slovakia,2017,11.3
M,Slovakia,2018,10.1
M,Slovakia,2019,10.3
M,Slovakia,2020,11.1
M,Slovakia,2021,11.1
M,Slovakia,2022,10.8
M,Slovakia,2023,10.0
M,Turkey,2009,21.3
M,Turkey,2010,18.7
M,Turkey,2011,16.4
M,Turkey,2012,16.6
M,Turkey,2013,14.8
M,Turkey,2014,14.6
M,Turkey,2015,14.2
M,Turkey,2016,14.8
M,Turkey,2017,14.6
M,Turkey,2018,15.3
M,Turkey,2019,18.3
M,Turkey,2020,21.3
T,Austria,2009,10.0
T,Austria,2010,9.5
T,Austria,2011,8.9
T,Austria,2012,8.6
T,Austria,2013,9.0
T,Austria,2014,9.7
T,Austria,2015,9.0
T,Austria,2016,9.3
T,Austria,2017,8.8
T,Austria,2018,8.8
T,Austria,2019,8.6
T,Austria,2020,9.9
T,Austria,2021,9.4
T,Austria,2022,9.1
T,Austria,2023,9.4
T,Bosnia and Herzegovina,2021,25.1
T,Bosnia and Herzegovina,2022,23.5
T,Belgium,2009,12.2
T,Belgium,2010,12.3
T,Belgium,2011,13.1
T,Belgium,2012,13.6
T,Belgium,2013,14.1
T,Belgium,2014,13.3
T,Belgium,2015,13.6
T,Belgium,2016,12.2
T,Belgium,2017,11.8
T,Belgium,2018,11.4
T,Belgium,2019,11.2
T,Belgium,2020,11.3
T,Belgium,2021,10.1
T,Belgium,2022,9.2
T,Belgium,2023,9.6
T,Bulgaria,2009,20.8
T,Bulgaria,2010,23.5
T,Bulgaria,2011,24.8
T,Bulgaria,2012,24.7
T,Bulgaria,2013,25.8
T,Bulgaria,2014,24.0
T,Bulgaria,2015,22.2
T,Bulgaria,2016,22.4
T,Bulgaria,2017,18.9
T,Bulgaria,2018,18.2
T,Bulgaria,2019,16.7
T,Bulgaria,2020,18.2
T,Bulgaria,2021,17.6
T,Bulgaria,2022,14.8
T,Bulgaria,2023,13.8
T,Switzerland,2010,8.1
T,Switzerland,2011,7.9
T,Switzerland,2012,7.7
T,Switzerland,2013,8.0
T,Switzerland,2014,7.7
T,Switzerland,2015,7.3
T,Switzerland,2016,7.5
T,Switzerland,2017,7.2
T,Switzerland,2018,6.6
T,Switzerland,2019,6.2
T,Switzerland,2020,6.3
T,Cyprus,2009,11.5
T,Cyprus,2010,12.9
T,Cyprus,2011,14.8
T,Cyprus,2012,17.3
T,Cyprus,2013,20.4
T,Cyprus,2014,19.5
T,Cyprus,2015,18.5
T,Cyprus,2016,18.0
T,Cyprus,2017,17.6
T,Cyprus,2018,14.9
T,Cyprus,2019,14.1
T,Cyprus,2020,15.3
T,Cyprus,2021,15.4
T,Cyprus,2022,14.7
T,Cyprus,2023,13.8
T,Czech Republic,2009,12.7
T,Czech Republic,2010,12.9
T,Czech Republic,2011,12.1
T,Czech Republic,2012,12.9
T,Czech Republic,2013,12.8
T,Czech Republic,2014,12.1
T,Czech Republic,2015,11.8
T,Czech Republic,2016,11.1
T,Czech Republic,2017,10.0
T,Czech Republic,2018,9.5
T,Czech Republic,2019,9.8
T,Czech Republic,2020,11.0
T,Czech Republic,2021,10.9
T,Czech Republic,2022,11.4
T,Czech Republic,2023,10.1
T,Germany,2009,12.9
T,Germany,2010,12.2
T,Germany,2011,11.0
T,Germany,2012,10.6
T,Germany,2013,9.9
T,Germany,2014,9.8
T,Germany,2015,9.6
T,Germany,2016,10.0
T,Germany,2017,9.6
T,Germany,2018,9.0
T,Germany,2019,8.6
T,Germany,2020,9.6
T,Germany,2021,9.5
T,Germany,2022,8.6
T,Germany,2023,8.5
T,Denmark,2009,7.4
T,Denmark,2010,8.2
T,Denmark,2011,8.4
T,Denmark,2012,9.0
T,Denmark,2013,8.2
T,Denmark,2014,8.0
T,Denmark,2015,8.5
T,Denmark,2016,8.4
T,Denmark,2017,9.8
T,Denmark,2018,9.6
T,Denmark,2019,9.6
T,Denmark,2020,10.2
T,Denmark,2021,8.4
T,Denmark,2022,7.9
T,Denmark,2023,8.6
T,EA20,2009,14.8
T,EA20,2010,15.2
T,EA20,2011,15.1
T,EA20,2012,15.7
T,EA20,2013,16.2
T,EA20,2014,15.8
T,EA20,2015,15.3
T,EA20,2016,14.7
T,EA20,2017,14.0
T,EA20,2018,13.4
T,EA20,2019,12.8
T,EA20,2020,14.0
T,EA20,2021,13.0
T,EA20,2022,11.6
T,EA20,2023,11.2
T,Estonia,2009,17.7
T,Estonia,2010,17.1
T,Estonia,2011,14.1
T,Estonia,2012,14.1
T,Estonia,2013,13.5
T,Estonia,2014,13.2
T,Estonia,2015,12.4
T,Estonia,2016,13.3
T,Estonia,2017,10.5
T,Estonia,2018,11.5
T,Estonia,2019,9.7
T,Estonia,2020,11.1
T,Estonia,2021,11.2
T,Estonia,2022,10.6
T,Estonia,2023,9.6
T,Greece,2009,15.5
T,Greece,2010,18.2
T,Greece,2011,22.7
T,Greece,2012,26.4
T,Greece,2013,28.1
T,Greece,2014,26.3
T,Greece,2015,23.8
T,Greece,2016,21.9
T,Greece,2017,21.0
T,Greece,2018,19.2
T,Greece,2019,17.5
T,Greece,2020,18.5
T,Greece,2021,17.2
T,Greece,2022,15.3
T,Greece,2023,15.9
T,Spain,2009,19.9
T,Spain,2010,20.0
T,Spain,2011,20.6
T,Spain,2012,22.2
T,Spain,2013,22.5
T,Spain,2014,20.7
T,Spain,2015,19.4
T,Spain,2016,18.1
T,Spain,2017,16.4
T,Spain,2018,15.3
T,Spain,2019,14.9
T,Spain,2020,17.3
T,Spain,2021,14.1
T,Spain,2022,12.7
T,Spain,2023,12.2
T,EU27_2020,2009,14.8
T,EU27_2020,2010,15.4
T,EU27_2020,2011,15.5
T,EU27_2020,2012,16.0
T,EU27_2020,2013,16.4
T,EU27_2020,2014,16.0
T,EU27_2020,2015,15.5
T,EU27_2020,2016,14.8
T,EU27_2020,2017,14.0
T,EU27_2020,2018,13.3
T,EU27_2020,2019,12.8
T,EU27_2020,2020,13.9
T,EU27_2020,2021,13.1
T,EU27_2020,2022,11.7
T,EU27_2020,2023,11.2
T,Finland,2009,10.8
T,Finland,2010,10.0
T,Finland,2011,9.6
T,Finland,2012,9.9
T,Finland,2013,10.4
T,Finland,2014,11.2
T,Finland,2015,11.8
T,Finland,2016,11.2
T,Finland,2017,10.4
T,Finland,2018,9.6
T,Finland,2019,9.1
T,Finland,2020,9.8
T,Finland,2021,9.2
T,Finland,2022,9.3
T,Finland,2023,9.2
T,France,2003,10.6
T,France,2004,10.8
T,France,2005,10.9
T,France,2006,10.9
T,France,2007,10.6
T,France,2008,10.4
T,France,2009,12.0
T,France,2010,12.1
T,France,2011,12.0
T,France,2012,12.4
T,France,2013,13.0
T,France,2014,13.4
T,France,2015,13.9
T,France,2016,13.6
T,France,2017,13.2
T,France,2018,12.9
T,France,2019,12.4
T,France,2020,13.4
T,France,2021,12.8
T,France,2022,12.0
T,France,2023,12.3
T,Croatia,2009,14.9
T,Croatia,2010,17.6
T,Croatia,2011,19.1
T,Croatia,2012,19.7
T,Croatia,2013,22.3
T,Croatia,2014,21.8
T,Croatia,2015,19.9
T,Croatia,2016,19.5
T,Croatia,2017,17.9
T,Croatia,2018,15.6
T,Croatia,2019,14.2
T,Croatia,2020,14.6
T,Croatia,2021,14.9
T,Croatia,2022,13.3
T,Croatia,2023,11.8
T,Hungary,2009,15.5
T,Hungary,2010,15.6
T,Hungary,2011,15.5
T,Hungary,2012,16.9
T,Hungary,2013,16.7
T,Hungary,2014,14.7
T,Hungary,2015,13.1
T,Hungary,2016,12.0
T,Hungary,2017,11.2
T,Hungary,2018,10.6
T,Hungary,2019,11.0
T,Hungary,2020,12.3
T,Hungary,2021,11.7
T,Hungary,2022,10.8
T,Hungary,2023,10.9
T,Ireland,2009,20.2
T,Ireland,2010,21.7
T,Ireland,2011,22.4
T,Ireland,2012,21.6
T,Ireland,2013,18.8
T,Ireland,2014,17.8
T,Ireland,2015,16.5
T,Ireland,2016,14.5
T,Ireland,2017,12.8
T,Ireland,2018,11.6
T,Ireland,2019,11.4
T,Ireland,2020,14.1
T,Ireland,2021,9.8
T,Ireland,2022,8.7
T,Ireland,2023,8.6
T,Iceland,2009,9.3
T,Iceland,2010,10.0
T,Iceland,2011,7.6
T,Iceland,2012,7.0
T,Iceland,2013,6.4
T,Iceland,2014,6.9
T,Iceland,2015,5.3
T,Iceland,2016,4.6
T,Iceland,2017,4.1
T,Iceland,2018,5.4
T,Iceland,2019,5.7
T,Iceland,2020,7.0
T,Iceland,2021,7.2
T,Iceland,2022,5.3
T,Iceland,2023,5.7
T,Italy,2009,20.7
T,Italy,2010,22.2
T,Italy,2011,22.7
T,Italy,2012,23.9
T,Italy,2013,26.2
T,Italy,2014,26.3
T,Italy,2015,25.8
T,Italy,2016,24.4
T,Italy,2017,24.2
T,Italy,2018,23.5
T,Italy,2019,22.3
T,Italy,2020,23.5
T,Italy,2021,23.1
T,Italy,2022,19.0
T,Italy,2023,16.1
T,Lithuania,2009,15.0
T,Lithuania,2010,17.0
T,Lithuania,2011,14.7
T,Lithuania,2012,13.9
T,Lithuania,2013,13.7
T,Lithuania,2014,12.9
T,Lithuania,2015,11.8
T,Lithuania,2016,10.7
T,Lithuania,2017,10.2
T,Lithuania,2018,9.3
T,Lithuania,2019,10.9
T,Lithuania,2020,13.0
T,Lithuania,2021,12.7
T,Lithuania,2022,10.7
T,Lithuania,2023,13.5
T,Luxembourg,2009,7.5
T,Luxembourg,2010,6.1
T,Luxembourg,2011,6.6
T,Luxembourg,2012,7.6
T,Luxembourg,2013,7.2
T,Luxembourg,2014,6.5
T,Luxembourg,2015,7.6
T,Luxembourg,2016,6.8
T,Luxembourg,2017,6.6
T,Luxembourg,2018,7.5
T,Luxembourg,2019,6.5
T,Luxembourg,2020,7.7
T,Luxembourg,2021,8.8
T,Luxembourg,2022,6.8
T,Luxembourg,2023,8.5
T,Latvia,2009,20.8
T,Latvia,2010,20.7
T,Latvia,2011,19.1
T,Latvia,2012,17.2
T,Latvia,2013,15.6
T,Latvia,2014,15.2
T,Latvia,2015,13.8
T,Latvia,2016,13.3
T,Latvia,2017,12.3
T,Latvia,2018,11.6
T,Latvia,2019,10.2
T,Latvia,2020,11.9
T,Latvia,2021,12.1
T,Latvia,2022,11.3
T,Latvia,2023,10.0
T,Montenegro,2011,24.6
T,Montenegro,2012,24.4
T,Montenegro,2013,23.6
T,Montenegro,2014,22.5
T,Montenegro,2015,23.4
T,Montenegro,2016,22.3
T,Montenegro,2017,21.4
T,Montenegro,2018,21.0
T,Montenegro,2019,21.3
T,Montenegro,2020,26.6
T,The former Yugoslav Republic of Macedonia,2009,32.8
T,The former Yugoslav Republic of Macedonia,2010,31.8
T,The former Yugoslav Republic of Macedonia,2011,31.6
T,The former Yugoslav Republic of Macedonia,2012,32.1
T,The former Yugoslav Republic of Macedonia,2013,31.3
T,The former Yugoslav Republic of Macedonia,2014,31.9
T,The former Yugoslav Republic of Macedonia,2015,32.5
T,The former Yugoslav Republic of Macedonia,2016,31.3
T,The former Yugoslav Republic of Macedonia,2017,31.1
T,The former Yugoslav Republic of Macedonia,2018,29.8
T,The former Yugoslav Republic of Macedonia,2019,24.5
T,The former Yugoslav Republic of Macedonia,2020,26.2
T,Malta,2009,12.6
T,Malta,2010,12.2
T,Malta,2011,12.1
T,Malta,2012,12.0
T,Malta,2013,10.9
T,Malta,2014,11.6
T,Malta,2015,11.8
T,Malta,2016,9.4
T,Malta,2017,8.8
T,Malta,2018,7.4
T,Malta,2019,8.5
T,Malta,2020,9.7
T,Malta,2021,10.5
T,Malta,2022,7.6
T,Malta,2023,7.5
T,Netherlands,2009,6.5
T,Netherlands,2010,6.8
T,Netherlands,2011,6.5
T,Netherlands,2012,7.2
T,Netherlands,2013,8.2
T,Netherlands,2014,8.2
T,Netherlands,2015,7.3
T,Netherlands,2016,6.9
T,Netherlands,2017,6.5
T,Netherlands,2018,6.3
T,Netherlands,2019,6.3
T,Netherlands,2020,6.3
T,Netherlands,2021,3.9
T,Netherlands,2022,4.2
T,Netherlands,2023,4.8
T,Norway,2009,7.4
T,Norway,2010,7.9
T,Norway,2011,7.8
T,Norway,2012,7.6
T,Norway,2013,8.3
T,Norway,2014,8.4
T,Norway,2015,8.3
T,Norway,2016,8.4
T,Norway,2017,7.7
T,Norway,2018,7.6
T,Norway,2019,7.5
T,Norway,2020,7.8
T,Norway,2021,7.4
T,Norway,2022,6.8
T,Norway,2023,6.4
T,Poland,2009,14.3
T,Poland,2010,14.9
T,Poland,2011,15.4
T,Poland,2012,15.9
T,Poland,2013,16.4
T,Poland,2014,15.7
T,Poland,2015,14.9
T,Poland,2016,14.0
T,Poland,2017,13.0
T,Poland,2018,12.2
T,Poland,2019,12.0
T,Poland,2020,13.1
T,Poland,2021,13.4
T,Poland,2022,10.9
T,Poland,2023,9.3
T,Portugal,2009,12.5
T,Portugal,2010,13.3
T,Portugal,2011,13.9
T,Portugal,2012,15.6
T,Portugal,2013,16.4
T,Portugal,2014,14.6
T,Portugal,2015,13.2
T,Portugal,2016,12.8
T,Portugal,2017,10.6
T,Portugal,2018,9.6
T,Portugal,2019,9.2
T,Portugal,2020,11.0
T,Portugal,2021,9.8
T,Portugal,2022,8.6
T,Portugal,2023,8.9
T,Romania,2009,17.9
T,Romania,2010,24.2
T,Romania,2011,24.4
T,Romania,2012,24.3
T,Romania,2013,24.5
T,Romania,2014,24.8
T,Romania,2015,25.8
T,Romania,2016,24.3
T,Romania,2017,22.1
T,Romania,2018,21.3
T,Romania,2019,20.9
T,Romania,2020,20.6
T,Romania,2021,20.3
T,Romania,2022,19.8
T,Romania,2023,19.3
T,Serbia,2010,29.4
T,Serbia,2011,30.5
T,Serbia,2012,30.5
T,Serbia,2013,29.8
T,Serbia,2014,26.0
T,Serbia,2015,25.1
T,Serbia,2016,22.8
T,Serbia,2017,22.1
T,Serbia,2018,20.4
T,Serbia,2019,19.3
T,Serbia,2020,20.3
T,Serbia,2021,18.8
T,Serbia,2022,15.1
T,Serbia,2023,15.3
T,Sweden,2009,9.3
T,Sweden,2010,7.8
T,Sweden,2011,7.5
T,Sweden,2012,7.9
T,Sweden,2013,7.4
T,Sweden,2014,7.4
T,Sweden,2015,7.0
T,Sweden,2016,6.7
T,Sweden,2017,6.4
T,Sweden,2018,6.5
T,Sweden,2019,5.9
T,Sweden,2020,6.9
T,Sweden,2021,6.0
T,Sweden,2022,5.6
T,Sweden,2023,5.7
T,Slovenia,2009,8.0
T,Slovenia,2010,8.0
T,Slovenia,2011,8.0
T,Slovenia,2012,10.1
T,Slovenia,2013,11.0
T,Slovenia,2014,11.0
T,Slovenia,2015,10.5
T,Slovenia,2016,9.3
T,Slovenia,2017,7.9
T,Slovenia,2018,7.5
T,Slovenia,2019,7.5
T,Slovenia,2020,7.9
T,Slovenia,2021,7.3
T,Slovenia,2022,8.4
T,Slovenia,2023,7.8
T,Slovakia,2009,16.5
T,Slovakia,2010,18.2
T,Slovakia,2011,18.0
T,Slovakia,2012,18.0
T,Slovakia,2013,18.3
T,Slovakia,2014,17.5
T,Slovakia,2015,16.4
T,Slovakia,2016,15.1
T,Slovakia,2017,15.1
T,Slovakia,2018,13.8
T,Slovakia,2019,13.7
T,Slovakia,2020,14.4
T,Slovakia,2021,14.2
T,Slovakia,2022,12.3
T,Slovakia,2023,11.2
T,Turkey,2009,38.1
T,Turkey,2010,35.2
T,Turkey,2011,32.7
T,Turkey,2012,31.7
T,Turkey,2013,29.3
T,Turkey,2014,28.4
T,Turkey,2015,27.9
T,Turkey,2016,27.8
T,Turkey,2017,27.5
T,Turkey,2018,27.6
T,Turkey,2019,29.5
T,Turkey,2020,32.0
